IID	exp_coef_0	exp_coef_1
HG00309	0.056809968043657295	-0.033193934178278525
HG00310	-0.0016102200136617279	-0.0271919727551937
HG00311	0.03531580089497926	-0.03155641346163772
HG00312	0.030007736079259145	-0.052242161243980845
HG00313	0.043280748243237986	-0.07242286886333406
HG00315	0.01975679869481559	-0.09767272639257164
HG00319	0.018610792683272898	-0.03409130338422896
HG00320	0.019086352314290903	-0.06034810745222247
HG00321	0.03066375517563848	-0.06569189880905793
HG00323	0.04767966001808173	-0.031085151582291463
HG00324	0.024342789854266394	-0.001509555115242476
HG00325	0.013269489837647846	-0.06013159937435836
HG00326	0.007049141606107629	-0.03824595504709988
HG00327	0.04875314058040851	-0.044201287544036474
HG00328	0.017747132329849202	0.0023818298832626434
HG00329	0.04118263970082693	-0.08339954725500824
HG00330	0.028588339643271114	-0.030737418388975063
HG00331	0.045685376824804495	0.016949770753469526
HG00332	0.02794948593194526	-0.04888729089989382
HG00334	0.03289673126740312	-0.03576497826108536
HG00335	0.026000817203539178	-0.04035262077402457
HG00336	0.014077495291719967	-0.03599544384181768
HG00337	0.033727639499768404	-0.016101669692743886
HG00338	0.01626020558566136	-0.05153619245516261
HG00339	0.01747605709982374	-0.08061359861163171
HG00341	0.026677821120556163	-0.029859672450293032
HG00342	0.02144040756926752	-0.07027935861118656
HG00343	0.01762012282647451	-0.08123763920889311
HG00344	0.013975544797314244	-0.06520657756017596
HG00345	0.012348187861459617	-0.03902808694451775
HG00346	0.01709926899755747	0.013416898563619608
HG00349	0.026252080660015116	-0.06115024650509086
HG00350	0.030308147906414826	-0.059772983051277824
HG00351	0.045883329699180304	-0.029215987054576863
HG00353	0.026904510478545623	-0.037594279833463896
HG00355	0.040473563070929364	-0.11060719095770286
HG00356	0.03128057300447248	-0.09133200851559269
HG00358	0.02887262404422571	-0.10378418410842857
HG00359	0.027446164901365613	-0.09991886977802705
HG00360	0.019276586559983846	-0.08428709490915633
HG00361	-0.007159630844430553	-0.08405050362515976
HG00362	0.05100676356644879	-0.09143224111896288
HG00364	0.04449871073321284	-0.1085135941366027
HG00366	0.026617812269242244	-0.09595406909664711
HG00367	0.017128747106123856	-0.06541059530492188
HG00369	0.025819727510148653	-0.09269247345735938
HG00372	0.020681099740072234	-0.02141713331229614
HG00373	0.04063165159002651	-0.0353047973627702
HG00375	0.009386149473807377	-0.10493536082582204
HG00376	0.041332697736826726	-0.09264156716290778
HG00377	0.01864664676342005	-0.04885506595912911
HG00378	0.036258016177617355	-0.06186660010824962
HG00381	0.04690774535057878	-0.03445611188345888
HG00382	0.0252412599617191	-0.062115762728911686
HG00383	0.020550188147891908	0.020434943543969603
HG00384	0.034353818764563136	-0.09561639807319793
HG01334	0.013432512701128272	0.031868892268527425
NA18486	-0.04989473120437131	0.014294119393333624
NA18487	-0.09716094255208968	-0.01751954748692053
NA18489	-0.08192665586188862	0.02300637888402675
NA18498	-0.10140341634256697	0.026932394219477428
NA18499	-0.05783121327576818	0.01155604637642851
NA18502	-0.09723966081320706	0.044441872034990386
NA18505	-0.11225649420577576	0.03415836986517333
NA18508	-0.11546439066423335	0.009058430010569246
NA18510	-0.08556651424066286	0.02227518918748398
NA18511	-0.12364506861137566	0.0022056713893156615
NA18517	-0.118190044539446	-0.015075527252400302
NA18519	-0.11407181694039605	0.005522296946114053
NA18520	-0.0814849519397016	0.0044869606108591505
NA18858	-0.1335232895546678	-0.002735821756963819
NA18861	-0.10407959787681288	-0.02499751295126275
NA18867	-0.1124126858440076	0.025048966526015338
NA18868	-0.10662716480370228	-0.0599559874016127
NA18870	-0.09987915998302539	0.05159231986549224
NA18873	-0.08814916833124746	0.04361539409731371
NA18907	-0.1004930888907354	0.016831650960308045
NA18908	-0.09201486066874211	-0.031047770578406516
NA18909	-0.10854344995284888	0.04932569317086031
NA18910	-0.1029653788929085	-0.020405936106770096
NA18912	-0.08884242430839018	-0.0027406676201695472
NA18916	-0.06026331982789721	-0.00949164677473927
NA18917	-0.08651291069315381	-0.018056611935976772
NA18923	-0.08040995624238598	0.048467208116359156
NA18933	-0.09269107930464016	0.038547506687376595
NA18934	-0.1206589841735273	-0.08562611607619824
NA19093	-0.09541763801726874	0.008708711428039206
NA19095	-0.10782277966759354	0.021940374725505953
NA19096	-0.08793331008824098	0.027444241834505594
NA19098	-0.09663120948507242	-0.023661493094083816
NA19099	-0.09741015129498228	0.013326337694987297
NA19102	-0.08261808521766466	-0.008279315607638029
NA19107	-0.09957163873744702	-0.027917455186100285
NA19108	-0.12340422080604325	0.04181515277643229
NA19113	-0.10179532681179584	-0.06488148774774459
NA19114	-0.09782491271466388	-0.0005108248970261654
NA19116	-0.09269488148713928	0.03441829902274829
NA19117	-0.10932437187893645	-0.015900040008936266
NA19118	-0.08366630772636394	-0.0159522426370458
NA19119	-0.10018210102156394	0.011875119902382048
NA19121	-0.10305341467232355	0.0034244923033782174
NA19129	-0.07985042308611127	-0.0099447496759196
NA19130	-0.0982797245824086	0.0014672996648222802
NA19131	-0.10621883919555024	-0.022604603770359815
NA19137	-0.10158327685573516	-0.026032765847018306
NA19138	-0.10585240661066758	0.0035082915333957457
NA19146	-0.08966578210115997	-0.022050008738723023
NA19147	-0.11571220229546292	0.026053814554103428
NA19149	-0.09590427716400635	0.014239429896436779
NA19150	-0.09059262390833825	0.013187095260026123
NA19152	-0.11390670854304275	0.004190684436878236
NA19160	-0.05476738296327847	0.002574565435381314
NA19171	-0.11242531394939351	-0.018406166334508287
NA19172	-0.10106519774483565	-0.08186948726330996
NA19175	-0.1113683050427884	-0.055819963101308996
NA19185	-0.08114806316188052	-0.0003909800875935222
NA19189	-0.08413505113099168	0.006795130038321597
NA19190	-0.09049427897666121	0.0373700686727409
NA19197	-0.11981174084484057	0.02995536283272296
NA19198	-0.09492194604254947	0.0037706495809435863
NA19200	-0.09294898264874545	0.005458786317538249
NA19204	-0.08454043797260904	-0.058288082158441536
NA19207	-0.11932858315540729	0.02315647817056915
NA19209	-0.09914451820320896	-0.06456335705157777
NA19213	-0.10203793322115423	0.03347690289744846
NA19222	-0.10278497385309096	0.002554094794402804
NA19223	-0.09399490298872475	-0.048312178133157524
NA19225	-0.10936390201174409	0.0057369487521594376
NA19235	-0.10822511246678022	-0.004110613349565803
NA19236	-0.09398167634969797	0.02686291204958067
NA19247	-0.09490266372695516	-0.012188203723411093
NA19248	-0.08509320348420503	0.029627516023567176
NA19256	-0.04677540574584192	0.00866846872615148
NA19257	-0.07079024052133988	-0.005147947111248302
NA20502	0.03242058315143093	0.06926873953281859
NA20503	0.0380596513458682	0.07587943749146625
NA20504	0.018712587178644588	0.053031272726427915
NA20505	0.05188950170266102	0.12502912097400848
NA20506	0.03424611195606273	0.03624553225352743
NA20507	0.031886173189299996	0.08301846150129348
NA20508	0.012816050804376127	0.023285976471534634
NA20509	0.04918889546854878	0.03258255015957307
NA20510	0.012779300903476846	0.08346971747327142
NA20512	0.0376273746270753	0.05811665914125759
NA20513	0.027111501372847863	0.09731562731813634
NA20515	0.0317429725626863	0.013324698376436994
NA20516	0.031427214187106624	0.030169905882418774
NA20517	0.0261564326254671	-0.008262033620092247
NA20518	0.026860778107550574	0.02447646095081394
NA20519	0.017502975178571804	0.030662431234413725
NA20520	0.034209377754949304	0.04655345503080805
NA20521	0.04101488400081203	0.06329649882479355
NA20524	0.02293948672483627	0.032442126756277924
NA20525	0.012680167575465822	0.0162919448839611
NA20527	0.023465081573425427	0.10976790427050578
NA20528	0.04671343588652237	-0.014286992096463901
NA20529	0.036188583830055465	0.041343054946397624
NA20530	0.021868106270744023	0.08092942254135578
NA20531	0.019567921113035656	0.04918670386059999
NA20532	0.019161070303702503	0.06199385870390783
NA20534	0.020874115058496463	0.04695008467435852
NA20535	0.025265967523185766	0.001439924255593714
NA20536	0.0335690173816299	0.056012206525857124
NA20537	0.06692754150098837	0.013509516226798862
NA20538	0.03847458479007588	0.027929613691608558
NA20539	0.024876732184753433	0.03209410771211542
NA20540	0.0319797567451387	0.0469953539869218
NA20541	0.022853343727599746	0.004305703230435733
NA20542	0.04116651403743458	0.06015582648519996
NA20543	0.04048463863726948	0.05823030013654894
NA20544	0.012154264524834178	0.00934920555706176
NA20581	0.03092363336547404	0.07543387262394252
NA20582	0.03099521091007526	0.048739169645746865
NA20585	0.03326697374179179	0.06643918148171082
NA20586	0.0002811491111754824	0.008618346380925098
NA20588	0.005831450567286289	0.03524258235275162
NA20589	0.014451002554662591	0.044608257712104075
NA20752	0.032778489849363227	0.030209330486821895
NA20754	0.014192590224784057	0.02675269565107663
NA20756	0.03608836978299583	0.03899168905158424
NA20757	0.051454025735685686	0.05382351533207088
NA20758	0.010036508070873378	0.08049287259425204
NA20759	0.005522935381635838	-0.010443872959794345
NA20760	0.02913080970964225	0.011788266671309824
NA20761	0.024599599358526188	0.07070339781797315
NA20765	0.018396952489412283	0.0603606617650829
NA20766	-0.014550697775992763	0.008009451983830643
NA20768	0.025479935979561868	0.0388281008292413
NA20769	0.03881745628300237	0.03988892023996964
NA20770	0.061921715266451335	0.01116075599008167
NA20771	0.025253035240170554	0.05684566065183564
NA20772	0.03518328825009049	0.04645637235141588
NA20773	0.037497638810345575	0.018797234288598943
NA20774	0.027702718728990973	0.07593867999471257
NA20778	0.020101971183330666	0.08715262247170236
NA20783	0.008349168461170097	0.06906032323922144
NA20785	0.014581073246098851	0.06594284164923601
NA20786	0.009650683051182043	0.08900815036783638
NA20787	0.051612944758121726	-0.00797760766576711
NA20790	0.016881316346659615	0.05881696069408009
NA20792	0.05291063799133332	0.042593906824692024
NA20795	0.018609904119986115	0.04060694472217715
NA20796	0.03554261017128357	0.0750005489713489
NA20797	0.001448251753007766	0.10203723986844648
NA20798	0.03950945666060301	0.03507656664527131
NA20799	0.042314334917162105	0.09103977710198383
NA20800	0.028247488651765698	0.05610746844816831
NA20801	0.03939985700220768	0.041031955295483695
NA20802	0.02225126463103566	0.06852111491606576
NA20803	0.027441198634577977	0.029871516588005378
NA20804	0.020976524305487233	0.05412456685817345
NA20805	0.017650558217899962	0.08089932018238516
NA20806	0.0645347149171795	0.08805051770595795
NA20807	0.025032904610573746	0.041497176784405516
NA20808	0.014216026338179507	0.041608863261735636
NA20809	0.045240154321887875	0.04346347398352898
NA20810	0.020962729270661812	0.04704023949451951
NA20811	0.03345199464910182	0.0640073477869375
NA20812	0.03136895505529124	0.07101703897790523
NA20813	0.023423748027301454	0.050398599256445076
NA20814	0.03175403247540467	0.042148862071837434
NA20815	0.012109928373102104	0.06219739121833903
NA20816	0.0409931355689848	0.01659973816899903
NA20819	0.03648101193842447	0.09458444177776947
NA20826	0.03289588975043088	0.05080665050562407
NA20828	0.04609030913972105	0.0526802807591985
